Main Folder,Sub Folder,File Type,Accuracy F1-Score
lc_dorasl,_46,classification_results_test_full.xlsx,0.8956
lc_dorasl,_47,classification_results_test_full.xlsx,0.8933
lc_dorasl,_48,classification_results_test_full.xlsx,0.7578
lc_dorasl,_49,classification_results_test_full.xlsx,0.9089
lc_dorasl,_5,classification_results_test_full.xlsx,0.8756
lc_dorasl,_50,classification_results_test_full.xlsx,0.8556
lc_dorasl,_51,classification_results_test_full.xlsx,0.8956
lc_dorasl,_52,classification_results_test_full.xlsx,0.7333
lc_dorasl,_53,classification_results_test_full.xlsx,0.9022
lc_dorasl,_54,classification_results_test_full.xlsx,0.9089
lc_dorasl,_55,classification_results_test_full.xlsx,0.8667
lc_dorasl,_56,classification_results_test_full.xlsx,0.9133
lc_dorasl,_57,classification_results_test_full.xlsx,0.8756
lc_dorasl,_58,classification_results_test_full.xlsx,0.8711
lc_dorasl,_59,classification_results_test_full.xlsx,0.9089
lc_dorasl,_6,classification_results_test_full.xlsx,0.8956
lc_dorasl,_60,classification_results_test_full.xlsx,0.8800
lc_dorasl,_61,classification_results_test_full.xlsx,0.9156
lc_dorasl,_62,classification_results_test_full.xlsx,0.9044
lc_dorasl,_63,classification_results_test_full.xlsx,0.8844
lc_dorasl,_64,classification_results_test_full.xlsx,0.9000
lc_dorasl,_65,classification_results_test_full.xlsx,0.8756
lc_dorasl,_66,classification_results_test_full.xlsx,0.8867
lc_dorasl,_67,classification_results_test_full.xlsx,0.8933
lc_dorasl,_68,classification_results_test_full.xlsx,0.8844
lc_dorasl,_69,classification_results_test_full.xlsx,0.9067
lc_dorasl,_7,classification_results_test_full.xlsx,0.8889
lc_dorasl,_70,classification_results_test_full.xlsx,0.9200
lc_dorasl,_71,classification_results_test_full.xlsx,0.8800
lc_dorasl,_72,classification_results_test_full.xlsx,0.8422
lc_dorasl,_73,classification_results_test_full.xlsx,0.8978
lc_dorasl,_74,classification_results_test_full.xlsx,0.9022
lc_dorasl,_75,classification_results_test_full.xlsx,0.8889
lc_dorasl,_76,classification_results_test_full.xlsx,0.8978
lc_dorasl,_77,classification_results_test_full.xlsx,0.8644
lc_dorasl,_78,classification_results_test_full.xlsx,0.8844
lc_dorasl,_79,classification_results_test_full.xlsx,0.8933
lc_dorasl,_8,classification_results_test_full.xlsx,0.9044
lc_dorasl,_80,classification_results_test_full.xlsx,0.8644
lc_dorasl,_81,classification_results_test_full.xlsx,0.8356
lc_dorasl,_82,classification_results_test_full.xlsx,0.8889
lc_dorasl,_83,classification_results_test_full.xlsx,0.8822
lc_dorasl,_84,classification_results_test_full.xlsx,0.9089
lc_dorasl,_85,classification_results_test_full.xlsx,0.9111
lc_dorasl,_86,classification_results_test_full.xlsx,0.8889
lc_dorasl,_87,classification_results_test_full.xlsx,0.8911
lc_dorasl,_88,classification_results_test_full.xlsx,0.7756
lc_dorasl,_89,classification_results_test_full.xlsx,0.8956
lc_dorasl,_9,classification_results_test_full.xlsx,0.9111
lc_dorasl,_90,classification_results_test_full.xlsx,0.9222
lc_dorasl,_91,classification_results_test_full.xlsx,0.8267
lc_dorasl,_92,classification_results_test_full.xlsx,0.8933
lc_dorasl,_93,classification_results_test_full.xlsx,0.8756
lc_dorasl,_94,classification_results_test_full.xlsx,0.8489
lc_dorasl,_95,classification_results_test_full.xlsx,0.8267
lc_dorasl,_96,classification_results_test_full.xlsx,0.8889
lc_dorasl,_97,classification_results_test_full.xlsx,0.8978
lc_dorasl,_98,classification_results_test_full.xlsx,0.5978
lc_dorasl,_99,classification_results_test_full.xlsx,0.8489
lc_dorsal_mixed,_1,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_10,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_100,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_11,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_12,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_13,classification_results_test_full.xlsx,0.6717
lc_dorsal_mixed,_14,classification_results_test_full.xlsx,0.5043
lc_dorsal_mixed,_15,classification_results_test_full.xlsx,0.5794
lc_dorsal_mixed,_16,classification_results_test_full.xlsx,0.6094
lc_dorsal_mixed,_17,classification_results_test_full.xlsx,0.5794
lc_dorsal_mixed,_18,classification_results_test_full.xlsx,0.5021
lc_dorsal_mixed,_19,classification_results_test_full.xlsx,0.5751
lc_dorsal_mixed,_2,classification_results_test_full.xlsx,0.4893
lc_dorsal_mixed,_20,classification_results_test_full.xlsx,0.5515
lc_dorsal_mixed,_21,classification_results_test_full.xlsx,0.4292
lc_dorsal_mixed,_22,classification_results_test_full.xlsx,0.7060
lc_dorsal_mixed,_23,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_24,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_25,classification_results_test_full.xlsx,0.5150
lc_dorsal_mixed,_26,classification_results_test_full.xlsx,0.5279
lc_dorsal_mixed,_27,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_28,classification_results_test_full.xlsx,0.5193
lc_dorsal_mixed,_29,classification_results_test_full.xlsx,0.5043
lc_dorsal_mixed,_3,classification_results_test_full.xlsx,0.5322
lc_dorsal_mixed,_30,classification_results_test_full.xlsx,0.4936
lc_dorsal_mixed,_31,classification_results_test_full.xlsx,0.4936
lc_dorsal_mixed,_32,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_33,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_34,classification_results_test_full.xlsx,0.4678
lc_dorsal_mixed,_35,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_36,classification_results_test_full.xlsx,0.5837
lc_dorsal_mixed,_37,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_38,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_39,classification_results_test_full.xlsx,0.5579
lc_dorsal_mixed,_4,classification_results_test_full.xlsx,0.5794
lc_dorsal_mixed,_40,classification_results_test_full.xlsx,0.5558
lc_dorsal_mixed,_41,classification_results_test_full.xlsx,0.4356
lc_dorsal_mixed,_42,classification_results_test_full.xlsx,0.4592
lc_dorsal_mixed,_43,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_44,classification_results_test_full.xlsx,0.5021
lc_dorsal_mixed,_45,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_46,classification_results_test_full.xlsx,0.5365
lc_dorsal_mixed,_47,classification_results_test_full.xlsx,0.5322
lc_dorsal_mixed,_48,classification_results_test_full.xlsx,0.6481
lc_dorsal_mixed,_49,classification_results_test_full.xlsx,0.6245
lc_dorsal_mixed,_5,classification_results_test_full.xlsx,0.5558
lc_dorsal_mixed,_50,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_51,classification_results_test_full.xlsx,0.4957
lc_dorsal_mixed,_52,classification_results_test_full.xlsx,0.5880
lc_dorsal_mixed,_53,classification_results_test_full.xlsx,0.4893
lc_dorsal_mixed,_54,classification_results_test_full.xlsx,0.5558
lc_dorsal_mixed,_55,classification_results_test_full.xlsx,0.4936
lc_dorsal_mixed,_56,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_57,classification_results_test_full.xlsx,0.4678
lc_dorsal_mixed,_58,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_59,classification_results_test_full.xlsx,0.4957
lc_dorsal_mixed,_6,classification_results_test_full.xlsx,0.5386
lc_dorsal_mixed,_60,classification_results_test_full.xlsx,0.5021
lc_dorsal_mixed,_61,classification_results_test_full.xlsx,0.5172
lc_dorsal_mixed,_62,classification_results_test_full.xlsx,0.4056
lc_dorsal_mixed,_63,classification_results_test_full.xlsx,0.5858
lc_dorsal_mixed,_64,classification_results_test_full.xlsx,0.5773
lc_dorsal_mixed,_65,classification_results_test_full.xlsx,0.5021
lc_dorsal_mixed,_66,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_67,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_68,classification_results_test_full.xlsx,0.5150
lc_dorsal_mixed,_69,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_7,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_70,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_71,classification_results_test_full.xlsx,0.4013
lc_dorsal_mixed,_72,classification_results_test_full.xlsx,0.4592
lc_dorsal_mixed,_73,classification_results_test_full.xlsx,0.5021
lc_dorsal_mixed,_74,classification_results_test_full.xlsx,0.5215
lc_dorsal_mixed,_75,classification_results_test_full.xlsx,0.5365
lc_dorsal_mixed,_76,classification_results_test_full.xlsx,0.5279
lc_dorsal_mixed,_77,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_78,classification_results_test_full.xlsx,0.5193
lc_dorsal_mixed,_79,classification_results_test_full.xlsx,0.4893
lc_dorsal_mixed,_8,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_80,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_81,classification_results_test_full.xlsx,0.5021
lc_dorsal_mixed,_82,classification_results_test_full.xlsx,0.4936
lc_dorsal_mixed,_83,classification_results_test_full.xlsx,0.5365
lc_dorsal_mixed,_84,classification_results_test_full.xlsx,0.5107
lc_dorsal_mixed,_85,classification_results_test_full.xlsx,0.5043
lc_dorsal_mixed,_86,classification_results_test_full.xlsx,0.6481
lc_dorsal_mixed,_87,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_88,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_89,classification_results_test_full.xlsx,0.5386
lc_dorsal_mixed,_9,classification_results_test_full.xlsx,0.5043
lc_dorsal_mixed,_90,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_91,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_92,classification_results_test_full.xlsx,0.5215
lc_dorsal_mixed,_93,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_94,classification_results_test_full.xlsx,0.5343
lc_dorsal_mixed,_95,classification_results_test_full.xlsx,0.5000
lc_dorsal_mixed,_96,classification_results_test_full.xlsx,0.5043
lc_dorsal_mixed,_97,classification_results_test_full.xlsx,0.5429
lc_dorsal_mixed,_98,classification_results_test_full.xlsx,0.4850
lc_dorsal_mixed,_99,classification_results_test_full.xlsx,0.5000
lc_ventral,_1,classification_results_test_full.xlsx,0.9041
lc_ventral,_10,classification_results_test_full.xlsx,0.8806
lc_ventral,_100,classification_results_test_full.xlsx,0.8934
lc_ventral,_11,classification_results_test_full.xlsx,0.9168
lc_ventral,_12,classification_results_test_full.xlsx,0.8849
lc_ventral,_13,classification_results_test_full.xlsx,0.8657
lc_ventral,_14,classification_results_test_full.xlsx,0.8763
lc_ventral,_15,classification_results_test_full.xlsx,0.9168
lc_ventral,_16,classification_results_test_full.xlsx,0.9232
lc_ventral,_17,classification_results_test_full.xlsx,0.8721
lc_ventral,_18,classification_results_test_full.xlsx,0.9318
lc_ventral,_19,classification_results_test_full.xlsx,0.7783
lc_ventral,_2,classification_results_test_full.xlsx,0.8635
lc_ventral,_20,classification_results_test_full.xlsx,0.9232
lc_ventral,_21,classification_results_test_full.xlsx,0.8913
lc_ventral,_22,classification_results_test_full.xlsx,0.8507
lc_ventral,_23,classification_results_test_full.xlsx,0.8913
lc_ventral,_24,classification_results_test_full.xlsx,0.8913
lc_ventral,_25,classification_results_test_full.xlsx,0.8742
lc_ventral,_26,classification_results_test_full.xlsx,0.8870
lc_ventral,_27,classification_results_test_full.xlsx,0.9318
lc_ventral,_28,classification_results_test_full.xlsx,0.8870
lc_ventral,_29,classification_results_test_full.xlsx,0.8507
lc_ventral,_3,classification_results_test_full.xlsx,0.7676
lc_ventral,_30,classification_results_test_full.xlsx,0.9232
lc_ventral,_31,classification_results_test_full.xlsx,0.9168
lc_ventral,_32,classification_results_test_full.xlsx,0.9360
lc_ventral,_33,classification_results_test_full.xlsx,0.9019
lc_ventral,_34,classification_results_test_full.xlsx,0.9168
lc_ventral,_35,classification_results_test_full.xlsx,0.9147
lc_ventral,_36,classification_results_test_full.xlsx,0.9382
lc_ventral,_37,classification_results_test_full.xlsx,0.9019
lc_ventral,_38,classification_results_test_full.xlsx,0.9083
lc_ventral,_39,classification_results_test_full.xlsx,0.9211
lc_ventral,_4,classification_results_test_full.xlsx,0.9019
lc_ventral,_40,classification_results_test_full.xlsx,0.9232
lc_ventral,_41,classification_results_test_full.xlsx,0.9254
lc_ventral,_42,classification_results_test_full.xlsx,0.8827
lc_ventral,_43,classification_results_test_full.xlsx,0.8038
lc_ventral,_44,classification_results_test_full.xlsx,0.9147
lc_ventral,_45,classification_results_test_full.xlsx,0.8252
lc_ventral,_46,classification_results_test_full.xlsx,0.7612
lc_ventral,_47,classification_results_test_full.xlsx,0.9104
lc_ventral,_48,classification_results_test_full.xlsx,0.9190
lc_ventral,_49,classification_results_test_full.xlsx,0.9360
lc_ventral,_5,classification_results_test_full.xlsx,0.9147
lc_ventral,_50,classification_results_test_full.xlsx,0.8038
lc_ventral,_51,classification_results_test_full.xlsx,0.9126
lc_ventral,_52,classification_results_test_full.xlsx,0.8763
lc_ventral,_53,classification_results_test_full.xlsx,0.9062
lc_ventral,_54,classification_results_test_full.xlsx,0.8998
lc_ventral,_55,classification_results_test_full.xlsx,0.9232
lc_ventral,_56,classification_results_test_full.xlsx,0.8699
lc_ventral,_57,classification_results_test_full.xlsx,0.9211
lc_ventral,_58,classification_results_test_full.xlsx,0.9019
lc_ventral,_59,classification_results_test_full.xlsx,0.9190
lc_ventral,_6,classification_results_test_full.xlsx,0.9126
lc_ventral,_60,classification_results_test_full.xlsx,0.8891
lc_ventral,_61,classification_results_test_full.xlsx,0.9211
lc_ventral,_62,classification_results_test_full.xlsx,0.9041
lc_ventral,_63,classification_results_test_full.xlsx,0.9318
lc_ventral,_64,classification_results_test_full.xlsx,0.7719
lc_ventral,_65,classification_results_test_full.xlsx,0.9275
lc_ventral,_66,classification_results_test_full.xlsx,0.9254
lc_ventral,_67,classification_results_test_full.xlsx,0.8635
lc_ventral,_68,classification_results_test_full.xlsx,0.8806
lc_ventral,_69,classification_results_test_full.xlsx,0.8785
lc_ventral,_7,classification_results_test_full.xlsx,0.8721
lc_ventral,_70,classification_results_test_full.xlsx,0.9104
lc_ventral,_71,classification_results_test_full.xlsx,0.9147
lc_ventral,_72,classification_results_test_full.xlsx,0.8977
lc_ventral,_73,classification_results_test_full.xlsx,0.9211
lc_ventral,_74,classification_results_test_full.xlsx,0.8998
lc_ventral,_75,classification_results_test_full.xlsx,0.8443
lc_ventral,_76,classification_results_test_full.xlsx,0.9232
lc_ventral,_77,classification_results_test_full.xlsx,0.9232
lc_ventral,_78,classification_results_test_full.xlsx,0.6183
lc_ventral,_79,classification_results_test_full.xlsx,0.8145
lc_ventral,_8,classification_results_test_full.xlsx,0.9339
lc_ventral,_80,classification_results_test_full.xlsx,0.9254
lc_ventral,_81,classification_results_test_full.xlsx,0.9041
lc_ventral,_82,classification_results_test_full.xlsx,0.9126
lc_ventral,_83,classification_results_test_full.xlsx,0.9041
lc_ventral,_84,classification_results_test_full.xlsx,0.8998
lc_ventral,_85,classification_results_test_full.xlsx,0.8955
lc_ventral,_86,classification_results_test_full.xlsx,0.8955
lc_ventral,_87,classification_results_test_full.xlsx,0.8934
lc_ventral,_88,classification_results_test_full.xlsx,0.9168
lc_ventral,_89,classification_results_test_full.xlsx,0.9041
lc_ventral,_9,classification_results_test_full.xlsx,0.9104
lc_ventral,_90,classification_results_test_full.xlsx,0.7612
lc_ventral,_91,classification_results_test_full.xlsx,0.9083
lc_ventral,_92,classification_results_test_full.xlsx,0.9104
lc_ventral,_93,classification_results_test_full.xlsx,0.9254
lc_ventral,_94,classification_results_test_full.xlsx,0.9190
lc_ventral,_95,classification_results_test_full.xlsx,0.9104
lc_ventral,_96,classification_results_test_full.xlsx,0.9275
lc_ventral,_97,classification_results_test_full.xlsx,0.8998
lc_ventral,_98,classification_results_test_full.xlsx,0.8699
lc_ventral,_99,classification_results_test_full.xlsx,0.9211
lc_ventral_mixed,_1,classification_results_test_full.xlsx,0.5273
lc_ventral_mixed,_10,classification_results_test_full.xlsx,0.4727
lc_ventral_mixed,_101,classification_results_test_full.xlsx,0.5021
lc_ventral_mixed,_1010,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_11,classification_results_test_full.xlsx,0.4790
lc_ventral_mixed,_1111,classification_results_test_full.xlsx,0.4769
lc_ventral_mixed,_12,classification_results_test_full.xlsx,0.5063
lc_ventral_mixed,_1212,classification_results_test_full.xlsx,0.4496
lc_ventral_mixed,_13,classification_results_test_full.xlsx,0.4013
lc_ventral_mixed,_1313,classification_results_test_full.xlsx,0.5168
lc_ventral_mixed,_14,classification_results_test_full.xlsx,0.4979
lc_ventral_mixed,_1414,classification_results_test_full.xlsx,0.4874
lc_ventral_mixed,_15,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_1515,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_16,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_1616,classification_results_test_full.xlsx,0.4895
lc_ventral_mixed,_17,classification_results_test_full.xlsx,0.4580
lc_ventral_mixed,_1717,classification_results_test_full.xlsx,0.5147
lc_ventral_mixed,_18,classification_results_test_full.xlsx,0.4412
lc_ventral_mixed,_1818,classification_results_test_full.xlsx,0.4727
lc_ventral_mixed,_19,classification_results_test_full.xlsx,0.4664
lc_ventral_mixed,_1919,classification_results_test_full.xlsx,0.5042
lc_ventral_mixed,_2,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_20,classification_results_test_full.xlsx,0.5210
lc_ventral_mixed,_202,classification_results_test_full.xlsx,0.4223
lc_ventral_mixed,_2020,classification_results_test_full.xlsx,0.5504
lc_ventral_mixed,_21,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_2121,classification_results_test_full.xlsx,0.5042
lc_ventral_mixed,_22,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_2222,classification_results_test_full.xlsx,0.4622
lc_ventral_mixed,_23,classification_results_test_full.xlsx,0.5756
lc_ventral_mixed,_2323,classification_results_test_full.xlsx,0.5462
lc_ventral_mixed,_24,classification_results_test_full.xlsx,0.4895
lc_ventral_mixed,_2424,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_25,classification_results_test_full.xlsx,0.4559
lc_ventral_mixed,_2525,classification_results_test_full.xlsx,0.5042
lc_ventral_mixed,_26,classification_results_test_full.xlsx,0.4832
lc_ventral_mixed,_2626,classification_results_test_full.xlsx,0.5651
lc_ventral_mixed,_27,classification_results_test_full.xlsx,0.5357
lc_ventral_mixed,_2727,classification_results_test_full.xlsx,0.4496
lc_ventral_mixed,_28,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_2828,classification_results_test_full.xlsx,0.4601
lc_ventral_mixed,_29,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_2929,classification_results_test_full.xlsx,0.5168
lc_ventral_mixed,_3,classification_results_test_full.xlsx,0.4223
lc_ventral_mixed,_30,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_303,classification_results_test_full.xlsx,0.5147
lc_ventral_mixed,_3030,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_31,classification_results_test_full.xlsx,0.4580
lc_ventral_mixed,_3131,classification_results_test_full.xlsx,0.4979
lc_ventral_mixed,_32,classification_results_test_full.xlsx,0.4412
lc_ventral_mixed,_3232,classification_results_test_full.xlsx,0.5630
lc_ventral_mixed,_33,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_3333,classification_results_test_full.xlsx,0.5441
lc_ventral_mixed,_34,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_3434,classification_results_test_full.xlsx,0.5063
lc_ventral_mixed,_35,classification_results_test_full.xlsx,0.4580
lc_ventral_mixed,_3535,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_36,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_3636,classification_results_test_full.xlsx,0.5273
lc_ventral_mixed,_37,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_3737,classification_results_test_full.xlsx,0.4811
lc_ventral_mixed,_38,classification_results_test_full.xlsx,0.4433
lc_ventral_mixed,_3838,classification_results_test_full.xlsx,0.5147
lc_ventral_mixed,_39,classification_results_test_full.xlsx,0.5315
lc_ventral_mixed,_3939,classification_results_test_full.xlsx,0.4433
lc_ventral_mixed,_4,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_40,classification_results_test_full.xlsx,0.4580
lc_ventral_mixed,_404,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_4040,classification_results_test_full.xlsx,0.3424
lc_ventral_mixed,_41,classification_results_test_full.xlsx,0.4958
lc_ventral_mixed,_4141,classification_results_test_full.xlsx,0.4958
lc_ventral_mixed,_42,classification_results_test_full.xlsx,0.4895
lc_ventral_mixed,_4242,classification_results_test_full.xlsx,0.4811
lc_ventral_mixed,_43,classification_results_test_full.xlsx,0.4139
lc_ventral_mixed,_4343,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_44,classification_results_test_full.xlsx,0.4811
lc_ventral_mixed,_4444,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_45,classification_results_test_full.xlsx,0.5105
lc_ventral_mixed,_4545,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_46,classification_results_test_full.xlsx,0.4748
lc_ventral_mixed,_4646,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_47,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_4747,classification_results_test_full.xlsx,0.5525
lc_ventral_mixed,_48,classification_results_test_full.xlsx,0.4748
lc_ventral_mixed,_4848,classification_results_test_full.xlsx,0.4622
lc_ventral_mixed,_49,classification_results_test_full.xlsx,0.3971
lc_ventral_mixed,_4949,classification_results_test_full.xlsx,0.5504
lc_ventral_mixed,_5,classification_results_test_full.xlsx,0.5084
lc_ventral_mixed,_50,classification_results_test_full.xlsx,0.4706
lc_ventral_mixed,_505,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_51,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_6,classification_results_test_full.xlsx,0.5000
lc_ventral_mixed,_606,classification_results_test_full.xlsx,0.4685
lc_ventral_mixed,_7,classification_results_test_full.xlsx,0.4937
lc_ventral_mixed,_707,classification_results_test_full.xlsx,0.3824
lc_ventral_mixed,_8,classification_results_test_full.xlsx,0.4937
lc_ventral_mixed,_808,classification_results_test_full.xlsx,0.4937
lc_ventral_mixed,_9,classification_results_test_full.xlsx,0.4979
lc_ventral_mixed,_909,classification_results_test_full.xlsx,0.4307
lg_dorsal,_1,classification_results_test_full.xlsx,0.5806
lg_dorsal,_10,classification_results_test_full.xlsx,0.6022
lg_dorsal,_100,classification_results_test_full.xlsx,0.5806
lg_dorsal,_11,classification_results_test_full.xlsx,0.6237
lg_dorsal,_12,classification_results_test_full.xlsx,0.5054
lg_dorsal,_13,classification_results_test_full.xlsx,0.6129
lg_dorsal,_14,classification_results_test_full.xlsx,0.5699
lg_dorsal,_15,classification_results_test_full.xlsx,0.6344
lg_dorsal,_16,classification_results_test_full.xlsx,0.5376
lg_dorsal,_17,classification_results_test_full.xlsx,0.3978
lg_dorsal,_18,classification_results_test_full.xlsx,0.6022
lg_dorsal,_19,classification_results_test_full.xlsx,0.6237
lg_dorsal,_2,classification_results_test_full.xlsx,0.6237
lg_dorsal,_20,classification_results_test_full.xlsx,0.6344
lg_dorsal,_21,classification_results_test_full.xlsx,0.6022
lg_dorsal,_22,classification_results_test_full.xlsx,0.6344
lg_dorsal,_23,classification_results_test_full.xlsx,0.5269
lg_dorsal,_24,classification_results_test_full.xlsx,0.5806
lg_dorsal,_25,classification_results_test_full.xlsx,0.6129
lg_dorsal,_26,classification_results_test_full.xlsx,0.5806
lg_dorsal,_27,classification_results_test_full.xlsx,0.4731
lg_dorsal,_28,classification_results_test_full.xlsx,0.5591
lg_dorsal,_29,classification_results_test_full.xlsx,0.4409
lg_dorsal,_3,classification_results_test_full.xlsx,0.5269
lg_dorsal,_30,classification_results_test_full.xlsx,0.4194
lg_dorsal,_31,classification_results_test_full.xlsx,0.6022
lg_dorsal,_32,classification_results_test_full.xlsx,0.5161
lg_dorsal,_33,classification_results_test_full.xlsx,0.6022
lg_dorsal,_34,classification_results_test_full.xlsx,0.5484
lg_dorsal,_35,classification_results_test_full.xlsx,0.5806
lg_dorsal,_36,classification_results_test_full.xlsx,0.5699
lg_dorsal,_37,classification_results_test_full.xlsx,0.6559
lg_dorsal,_38,classification_results_test_full.xlsx,0.6022
lg_dorsal,_39,classification_results_test_full.xlsx,0.6344
lg_dorsal,_4,classification_results_test_full.xlsx,0.5484
lg_dorsal,_40,classification_results_test_full.xlsx,0.5699
lg_dorsal,_41,classification_results_test_full.xlsx,0.5376
lg_dorsal,_42,classification_results_test_full.xlsx,0.5591
lg_dorsal,_43,classification_results_test_full.xlsx,0.6344
lg_dorsal,_44,classification_results_test_full.xlsx,0.5484
lg_dorsal,_45,classification_results_test_full.xlsx,0.6129
lg_dorsal,_46,classification_results_test_full.xlsx,0.5269
lg_dorsal,_47,classification_results_test_full.xlsx,0.5484
lg_dorsal,_48,classification_results_test_full.xlsx,0.6129
lg_dorsal,_49,classification_results_test_full.xlsx,0.5591
lg_dorsal,_5,classification_results_test_full.xlsx,0.5699
lg_dorsal,_50,classification_results_test_full.xlsx,0.5914
lg_dorsal,_51,classification_results_test_full.xlsx,0.5591
lg_dorsal,_52,classification_results_test_full.xlsx,0.5484
lg_dorsal,_53,classification_results_test_full.xlsx,0.6129
lg_dorsal,_54,classification_results_test_full.xlsx,0.5806
lg_dorsal,_55,classification_results_test_full.xlsx,0.6237
lg_dorsal,_56,classification_results_test_full.xlsx,0.6452
lg_dorsal,_57,classification_results_test_full.xlsx,0.6237
lg_dorsal,_58,classification_results_test_full.xlsx,0.6129
lg_dorsal,_59,classification_results_test_full.xlsx,0.5699
lg_dorsal,_6,classification_results_test_full.xlsx,0.5269
lg_dorsal,_60,classification_results_test_full.xlsx,0.6344
lg_dorsal,_61,classification_results_test_full.xlsx,0.4839
lg_dorsal,_62,classification_results_test_full.xlsx,0.5484
lg_dorsal,_63,classification_results_test_full.xlsx,0.6129
lg_dorsal,_64,classification_results_test_full.xlsx,0.4516
lg_dorsal,_65,classification_results_test_full.xlsx,0.5699
lg_dorsal,_66,classification_results_test_full.xlsx,0.5054
lg_dorsal,_67,classification_results_test_full.xlsx,0.5699
lg_dorsal,_68,classification_results_test_full.xlsx,0.5699
lg_dorsal,_69,classification_results_test_full.xlsx,0.5699
lg_dorsal,_7,classification_results_test_full.xlsx,0.6882
lg_dorsal,_70,classification_results_test_full.xlsx,0.5054
lg_dorsal,_71,classification_results_test_full.xlsx,0.6237
lg_dorsal,_72,classification_results_test_full.xlsx,0.6022
lg_dorsal,_73,classification_results_test_full.xlsx,0.4946
lg_dorsal,_74,classification_results_test_full.xlsx,0.4839
lg_dorsal,_75,classification_results_test_full.xlsx,0.5161
lg_dorsal,_76,classification_results_test_full.xlsx,0.6129
lg_dorsal,_77,classification_results_test_full.xlsx,0.5806
lg_dorsal,_78,classification_results_test_full.xlsx,0.5484
lg_dorsal,_79,classification_results_test_full.xlsx,0.6237
lg_dorsal,_8,classification_results_test_full.xlsx,0.6129
lg_dorsal,_80,classification_results_test_full.xlsx,0.5484
lg_dorsal,_81,classification_results_test_full.xlsx,0.6237
lg_dorsal,_82,classification_results_test_full.xlsx,0.6237
lg_dorsal,_83,classification_results_test_full.xlsx,0.5269
lg_dorsal,_84,classification_results_test_full.xlsx,0.5591
lg_dorsal,_85,classification_results_test_full.xlsx,0.5806
